OLIGOTYPE,PHYLUM,NUM_BEST_HITS,BEST_PCT_ID,BEST_FULL_PCT_ID,HMTs,BODY_SITE,Assign_reads_to,Notes,HOMD_SPECIES,STRAIN_CLONE,HOMD_REFSEQ_ID,GB_NCBI_ID,HOMD_STATUS,
V3V5_358_Spirochaetes,Spirochaetes,2,99.524,99.524,"HMT-951,HMT-517",SUBP,"50,50",Reads equally close to T. sp. HMT 517 and 951 were assigned half to each taxon.,"Treponema sp. HMT 951,Treponema sp. HMT 517","Clone: 303D03,Clone: MB3_P23","951_0103,517_3624","AM420103,DQ003624","Phylotype,Phylotype",
V3V5_360_Spirochaetes,Spirochaetes,2,99.057,99.057,"HMT-490,HMT-490,HMT-258","PT,SUBP,SUPP,SV","50,50",Reads equally close to T. sp. HMT 258 and 490 were assigned half to each taxon.,"Treponema sp. HMT 490,Treponema sp. HMT 490,Treponema sp. HMT 258","Clone: JU025,Strain: OMZ 839,Clone: _C009","490JU025,490_9247,258_C009","AY349417,AY369247,AF023042","Unnamed,Unnamed,Phylotype",
V3V5_135_Spirochaetes,Spirochaetes,2,100,100,"HMT-231,HMT-029",SUBP,"50,50",Reads equally close to T. vincentii and T. sp. HMT 231 were assigned half to each taxon.,"Treponema sp. HMT 231,Treponema vincentii","Clone: _T021,Strain: ATCC 35580","231_T021,029_3309","AF023055,AF033309","Phylotype,Named",
V3V5_003_Firmicutes,Firmicutes,5,100,100,"HMT-158,HMT-158,HMT-161,HMT-161,HMT-161,HMT-161,HMT-161,HMT-887,HMT-160,HMT-160,HMT-524,HMT-524","HP,PT,SV,TD,TH","20,20,20,20,20","Reads equally close to V. atypica, V. denticariosi, V. dispar, V. parvula, and V. rogosae were assigned one-fifth to each taxon.","Veillonella rogosae,Veillonella rogosae,Veillonella parvula,Veillonella parvula,Veillonella parvula,Veillonella parvula,Veillonella parvula,Veillonella denticariosi,Veillonella dispar,Veillonella dispar,Veillonella atypica,Veillonella atypica","Strain: F0412,Clone: BI029,Clone: BU083,Strain: DSM 2008,Clone: AA050,Clone: _X002,Clone: _X042,Strain: CCUG 54362,Strain: DSM 20735,Clone: _X031,Strain: DSM 20739,Clone: MB5_P17","158F0412,158BI029,161BU083,161Vparv,161AA050,161_X002,161_X042,887_5167,160Vdisp,160_X031,524Vatyp,524_3631","tbd,GQ422725,AF366266,X84005,AF287782,GU350451,AF287781,EF185167,X84006,GQ422726,X84007,DQ003631","Named,Named,Named,Named,Named,Named,Named,Named,Named,Named,Named,Named",
V3V5_345_Firmicutes,Firmicutes,5,99.6,99.6,"HMT-158,HMT-158,HMT-161,HMT-161,HMT-161,HMT-161,HMT-161,HMT-887,HMT-160,HMT-160,HMT-524,HMT-524","HP,PT,SV,TD,TH","20,20,20,20,20",,"Veillonella rogosae,Veillonella rogosae,Veillonella parvula,Veillonella parvula,Veillonella parvula,Veillonella parvula,Veillonella parvula,Veillonella denticariosi,Veillonella dispar,Veillonella dispar,Veillonella atypica,Veillonella atypica","Strain: F0412,Clone: BI029,Clone: BU083,Strain: DSM 2008,Clone: AA050,Clone: _X002,Clone: _X042,Strain: CCUG 54362,Strain: DSM 20735,Clone: _X031,Strain: DSM 20739,Clone: MB5_P17","158F0412,158BI029,161BU083,161Vparv,161AA050,161_X002,161_X042,887_5167,160Vdisp,160_X031,524Vatyp,524_3631","tbd,GQ422725,AF366266,X84005,AF287782,GU350451,AF287781,EF185167,X84006,GQ422726,X84007,DQ003631","Named,Named,Named,Named,Named,Named,Named,Named,Named,Named,Named,Named",
V3V5_214_Firmicutes,Firmicutes,5,99.6,99.6,"HMT-158,HMT-158,HMT-161,HMT-161,HMT-161,HMT-161,HMT-161,HMT-887,HMT-160,HMT-160,HMT-524,HMT-524","SV,TD","20,20,20,20,20",,"Veillonella rogosae,Veillonella rogosae,Veillonella parvula,Veillonella parvula,Veillonella parvula,Veillonella parvula,Veillonella parvula,Veillonella denticariosi,Veillonella dispar,Veillonella dispar,Veillonella atypica,Veillonella atypica","Strain: F0412,Clone: BI029,Clone: BU083,Strain: DSM 2008,Clone: AA050,Clone: _X002,Clone: _X042,Strain: CCUG 54362,Strain: DSM 20735,Clone: _X031,Strain: DSM 20739,Clone: MB5_P17","158F0412,158BI029,161BU083,161Vparv,161AA050,161_X002,161_X042,887_5167,160Vdisp,160_X031,524Vatyp,524_3631","tbd,GQ422725,AF366266,X84005,AF287782,GU350451,AF287781,EF185167,X84006,GQ422726,X84007,DQ003631","Named,Named,Named,Named,Named,Named,Named,Named,Named,Named,Named,Named",
V3V5_308_Firmicutes,Firmicutes,3,99.6,99.6,"HMT-150,HMT-132,HMT-129",SUBP,"33.3333,33.3333,33.3333","Reads equally close to HMT 129, 132, and 150 were assigned one-third to each taxon.","Veillonellaceae [G-1] bacterium HMT 150,Veillonellaceae [G-1] bacterium HMT 132,Veillonellaceae [G-1] bacterium HMT 129","Clone: _K024,Clone: CS015,Strain: FNA3","150_K024,132CS015,129FNA3","GQ422721,AF287791,GQ422718","Phylotype,Phylotype,Lost",
V3V5_235_Firmicutes,Firmicutes,2,100,100,"HMT-155,HMT-155,HMT-135","SUBP,SUPP,SV","50,50",Reads equally close to HMT 135 and 155 were assigned half to each taxon.,"Veillonellaceae [G-1] bacterium HMT 155,Veillonellaceae [G-1] bacterium HMT 155,Veillonellaceae [G-1] bacterium HMT 135","Clone: C3MLM071,Strain: GAA14,Clone: ncd1699h10c1","155_8628,155GAA14,135_0932","AY278628,AF287789,JF140932","Lost,Lost,Phylotype",
V3V5_323_Firmicutes,Firmicutes,3,100,100,"HMT-150,HMT-132,HMT-129",SUBP,"33.3333,33.3333,33.3333",,"Veillonellaceae [G-1] bacterium HMT 150,Veillonellaceae [G-1] bacterium HMT 132,Veillonellaceae [G-1] bacterium HMT 129","Clone: _K024,Clone: CS015,Strain: FNA3","150_K024,132CS015,129FNA3","GQ422721,AF287791,GQ422718","Phylotype,Phylotype,Lost",
V3V5_176_Bacteroidetes,Bacteroidetes,1,97.531,97.531,HMT-466,SUBP,no close hit in HOMD,,Alloprevotella tannerae,Strain: ATCC 51259,466_5634,AJ005634,Named,
V3V5_180_Firmicutes,Firmicutes,1,94.758,94.377,HMT-876,"BM,SUBP",no close hit in HOMD,,Clostridiales [F-3][G-1] bacterium HMT 876,Strain: F0540,876F0540,tbd,Unnamed,
V3V5_196_Bacteroidetes,Bacteroidetes,1,97.917,97.917,HMT-863,"SUBP,SUPP",no close hit in HOMD,,Capnocytophaga sp. HMT 863,Strain: F0517,863F0517,tbd,Unnamed,
V3V5_207_Fusobacteria,Fusobacteria,1,98.833,96.947,HMT-844,PT,no close hit in HOMD,,Sneathia amnii [Not Validly Published],Strain: AMN-1,844_8425,AY078425,Named,
V3V5_232_Firmicutes,Firmicutes,1,94.422,94.422,HMT-089,"SUBP,SUPP",no close hit in HOMD,,Lachnoanaerobaculum sp. HMT 089,Clone: CK004,089CK004,AF287776,Phylotype,
V3V5_239_Bacteroidetes,Bacteroidetes,2,95.417,95.417,"HMT-337,HMT-325,HMT-325","SUBP,SUPP",no close hit in HOMD,,"Capnocytophaga gingivalis,Capnocytophaga granulosa,Capnocytophaga granulosa","Strain: ATCC 33624,Clone: AH015,Strain: LMG 16022","337_7608,325AH015,325_1347","X67608,AY005074,U41347","Named,Named,Named",
V3V5_250_Fusobacteria,Fusobacteria,3,98.431,97.701,"HMT-953,HMT-370,HMT-201,HMT-201",KG,no close hit in HOMD,,"Fusobacterium hwasookii,Fusobacterium sp. HMT 370,Fusobacterium periodonticum,Fusobacterium periodonticum","Strain: ChDC F128,Strain: E9_12,Strain: ATCC 33693,Clone: BS011","953_0020,370_1217,201_5405,201BS011","ALVD01000020,AF481217,X55405,AF432130","Named,Unnamed,Named,Named",
V3V5_252_Bacteroidetes,Bacteroidetes,1,97.119,97.119,HMT-466,"PT,SV,TH",no close hit in HOMD,,Alloprevotella tannerae,Strain: ATCC 51259,466_5634,AJ005634,Named,
V3V5_266_Firmicutes,Firmicutes,1,85.837,82.618,HMT-375,SV,no close hit in HOMD,,Peptoniphilus sp. HMT 375,Strain: E3_32,375_1225,AF481225,Unnamed,
V3V5_289_Gammaproteobacteria,Gammaproteobacteria,1,97.881,97.881,HMT-711,HP,no close hit in HOMD,,Moraxella osloensis,Strain: Ben 58,711_5304,X95304,Named,
V3V5_326_Bacteroidetes,Bacteroidetes,1,95.833,95.833,HMT-325,SUPP,no close hit in HOMD,,Capnocytophaga granulosa,Strain: LMG 16022,325_1347,U41347,Named,
V3V5_343_Spirochaetes,Spirochaetes,6,93.396,93.396,"HMT-237,HMT-237,HMT-237,HMT-237,HMT-667,HMT-234,HMT-230,HMT-230,HMT-226,HMT-235","HP,PT,SV,TD,TH",no close hit in HOMD,,"Treponema sp. HMT 237,Treponema sp. HMT 237,Treponema sp. HMT 237,Treponema sp. HMT 237,Treponema medium,Treponema sp. HMT 234,Treponema sp. HMT 230,Treponema sp. HMT 230,Treponema sp. HMT 226,Treponema sp. HMT 235","Clone: _G057,Clone: AT024,Clone: P4GB_42,Clone: AT039,Clone: _C007,Clone: _Y001,Clone: _D013,Clone: AF068,Clone: _G054,Clone: _D047","237_G057,237AT024,237_1822,237AT039,667_3051,234_Y001,230_D013,230AF068,226_G054,235_D047","AF056337,AF061350,AY341822,AF061349,AF023051,AF023056,AF023053,AY005081,AF023062,AF023063","Phylotype,Phylotype,Phylotype,Phylotype,Named,Phylotype,Phylotype,Phylotype,Phylotype,Phylotype",
V3V5_349_Firmicutes,Firmicutes,1,87.179,83.937,HMT-484,SV,no close hit in HOMD,,Erysipelothrix tonsillarum,Strain: NA,484_4201,AB034201,Named,
V3V5_246_Bacteroidetes,Bacteroidetes,1,95.868,95.472,"HMT-630,HMT-630",ST,121 gut oligotypes,,"Bacteroides heparinolyticus,Bacteroides heparinolyticus","Strain: F0110,Strain: ATCC 35895","630F0110,630_6487","GQ422742,L16487","Named,Named",
V3V5_288_Bacteroidetes,Bacteroidetes,1,95.455,95.061,"HMT-630,HMT-630",ST,121 gut oligotypes,,"Bacteroides heparinolyticus,Bacteroides heparinolyticus","Strain: F0110,Strain: ATCC 35895","630F0110,630_6487","GQ422742,L16487","Named,Named",
V3V5_302_Bacteroidetes,Bacteroidetes,1,95.455,95.061,"HMT-630,HMT-630",ST,121 gut oligotypes,,"Bacteroides heparinolyticus,Bacteroides heparinolyticus","Strain: F0110,Strain: ATCC 35895","630F0110,630_6487","GQ422742,L16487","Named,Named",
V3V5_329_Bacteroidetes,Bacteroidetes,1,96.266,95.868,"HMT-630,HMT-630",ST,121 gut oligotypes,,"Bacteroides heparinolyticus,Bacteroides heparinolyticus","Strain: F0110,Strain: ATCC 35895","630F0110,630_6487","GQ422742,L16487","Named,Named",
V3V5_332_Firmicutes,Firmicutes,2,87.952,86.892,"HMT-534,HMT-534,HMT-596,HMT-596",ST,121 gut oligotypes,,"Granulicatella adiacens,Granulicatella adiacens,Granulicatella elegans,Granulicatella elegans","Strain: TKT1,Strain: ATCC 49175,Strain: 2640-91,Clone: ncd32a06c1","534_2027,534_0540,596_5408,596_2532","AB022027,D50540,Y15408,HM252532","Named,Named,Named,Named",
V3V5_337_Firmicutes,Firmicutes,1,94.378,94.378,HMT-166,ST,121 gut oligotypes,,Johnsonella sp. HMT 166,Clone: CK051,166CK051,AF287774,Phylotype,
V3V5_342_Bacteroidetes,Bacteroidetes,1,97.925,97.52,"HMT-630,HMT-630",ST,121 gut oligotypes,,"Bacteroides heparinolyticus,Bacteroides heparinolyticus","Strain: F0110,Strain: ATCC 35895","630F0110,630_6487","GQ422742,L16487","Named,Named",
V3V5_346_Bacteroidetes,Bacteroidetes,1,94.239,94.239,"HMT-309,HMT-309",ST,121 gut oligotypes,,"Prevotella sp. HMT 309,Prevotella sp. HMT 309","Clone: DO045,Clone: 3083","309DO045,309_6203","AF385515,FJ976203","Phylotype,Phylotype",
V3V5_347_Bacteroidetes,Bacteroidetes,1,96.266,95.868,HMT-787,ST,121 gut oligotypes,,Bacteroides pyogenes,Strain: F0041,787F0041,GQ422748,Named,
V3V5_352_Bacteroidetes,Bacteroidetes,2,97.107,97.107,"HMT-916,HMT-286",ST,121 gut oligotypes,,"Tannerella sp. HMT 916,Tannerella sp. HMT 286","Clone: CP6_C2,Clone: BU063","916-Wade,286BU063","KC203065,AY008308","Phylotype,Unnamed",
V3V5_354_Bacteroidetes,Bacteroidetes,1,89.167,88.43,HMT-274,ST,121 gut oligotypes,,Bacteroidales [G-2] bacterium HMT 274,Clone: 071040_120,274_8173,JQ468173,Unnamed,
V3V5_356_Bacteroidetes,Bacteroidetes,1,98.34,97.934,"HMT-630,HMT-630",ST,121 gut oligotypes,,"Bacteroides heparinolyticus,Bacteroides heparinolyticus","Strain: F0110,Strain: ATCC 35895","630F0110,630_6487","GQ422742,L16487","Named,Named",
V3V5_361_Bacteroidetes,Bacteroidetes,2,91.949,90.909,"HMT-630,HMT-630,HMT-787",ST,121 gut oligotypes,,"Bacteroides heparinolyticus,Bacteroides heparinolyticus,Bacteroides pyogenes","Strain: F0110,Strain: ATCC 35895,Strain: F0041","630F0110,630_6487,787F0041","GQ422742,L16487,GQ422748","Named,Named,Named",
V3V5_363_Bacteroidetes,Bacteroidetes,1,96.266,95.868,HMT-787,ST,121 gut oligotypes,,Bacteroides pyogenes,Strain: F0041,787F0041,GQ422748,Named,
V3V5_365_Bacteroidetes,Bacteroidetes,1,95.851,95.455,HMT-787,ST,121 gut oligotypes,,Bacteroides pyogenes,Strain: F0041,787F0041,GQ422748,Named,
V3V5_366_Bacteroidetes,Bacteroidetes,1,95.851,95.455,HMT-787,ST,121 gut oligotypes,,Bacteroides pyogenes,Strain: F0041,787F0041,GQ422748,Named,
V3V5_367_Firmicutes,Firmicutes,1,94.8,94.8,HMT-094,ST,121 gut oligotypes,,Lachnospiraceae [G-10] bacterium HMT 094,Clone: DA074,094DA074,AF287768,Phylotype,
V3V5_368_Bacteroidetes,Bacteroidetes,1,91.915,89.256,"HMT-630,HMT-630",ST,121 gut oligotypes,,"Bacteroides heparinolyticus,Bacteroides heparinolyticus","Strain: F0110,Strain: ATCC 35895","630F0110,630_6487","GQ422742,L16487","Named,Named",
V3V5_371_Bacteroidetes,Bacteroidetes,1,96.266,95.868,"HMT-630,HMT-630",ST,121 gut oligotypes,,"Bacteroides heparinolyticus,Bacteroides heparinolyticus","Strain: F0110,Strain: ATCC 35895","630F0110,630_6487","GQ422742,L16487","Named,Named",
V3V5_375_Gammaproteobacteria,Gammaproteobacteria,2,100,100,"HMT-574,HMT-753",ST,121 gut oligotypes,,"Escherichia coli,Cronobacter sakazakii","Strain: not listed,Strain: JCM1233","574_5588,753_4746","M25588,AB004746","Named,Named",
V3V5_376_Bacteroidetes,Bacteroidetes,1,92.946,92.562,"HMT-630,HMT-630",ST,121 gut oligotypes,,"Bacteroides heparinolyticus,Bacteroides heparinolyticus","Strain: F0110,Strain: ATCC 35895","630F0110,630_6487","GQ422742,L16487","Named,Named",
V3V5_379_Firmicutes,Firmicutes,1,94.779,94.779,HMT-088,ST,121 gut oligotypes,,Lachnospiraceae [G-2] bacterium HMT 088,Clone: CH017,088CH017,AF287775,Phylotype,
V3V5_380_Bacteroidetes,Bacteroidetes,2,91.983,90.083,"HMT-916,HMT-286",ST,121 gut oligotypes,,"Tannerella sp. HMT 916,Tannerella sp. HMT 286","Clone: CP6_C2,Clone: BU063","916-Wade,286BU063","KC203065,AY008308","Phylotype,Unnamed",
V3V5_381_Bacteroidetes,Bacteroidetes,2,90.638,87.642,"HMT-913,HMT-912,HMT-912",ST,121 gut oligotypes,,"Alloprevotella sp. HMT 913,Alloprevotella sp. HMT 912,Alloprevotella sp. HMT 912","Clone: P3D1-597,Clone: HS3_1W_C6,Clone: BL176","913_9172,912Wade2,912-Wade","EF509172,KC203063,JQ406532","Phylotype,Phylotype,Phylotype",
V3V5_382_Firmicutes,Firmicutes,1,92.369,91.998,HMT-102,ST,121 gut oligotypes,,Oribacterium sp. HMT 102,Clone: FB046,102FB046,GQ422713,Unnamed,
V3V5_383_Bacteroidetes,Bacteroidetes,1,97.458,95.042,"HMT-630,HMT-630",ST,121 gut oligotypes,,"Bacteroides heparinolyticus,Bacteroides heparinolyticus","Strain: F0110,Strain: ATCC 35895","630F0110,630_6487","GQ422742,L16487","Named,Named",
V3V5_384_Betaproteobacteria,Betaproteobacteria,1,93.617,93.617,"HMT-022,HMT-022",ST,121 gut oligotypes,,"Lautropia mirabilis,Lautropia mirabilis","Strain: Fredericksen,Clone: AP009","022_3223,022AP009","X73223,AY005030","Named,Named",
V3V5_385_Bacteroidetes,Bacteroidetes,2,96.694,96.694,"HMT-916,HMT-286",ST,121 gut oligotypes,,"Tannerella sp. HMT 916,Tannerella sp. HMT 286","Clone: CP6_C2,Clone: BU063","916-Wade,286BU063","KC203065,AY008308","Phylotype,Unnamed",
V3V5_386_Bacteroidetes,Bacteroidetes,1,89.583,88.843,HMT-274,ST,121 gut oligotypes,,Bacteroidales [G-2] bacterium HMT 274,Clone: 071040_120,274_8173,JQ468173,Unnamed,
V3V5_388_Firmicutes,Firmicutes,2,88.755,87.686,"HMT-534,HMT-534,HMT-596,HMT-596",ST,121 gut oligotypes,,"Granulicatella adiacens,Granulicatella adiacens,Granulicatella elegans,Granulicatella elegans","Strain: TKT1,Strain: ATCC 49175,Strain: 2640-91,Clone: ncd32a06c1","534_2027,534_0540,596_5408,596_2532","AB022027,D50540,Y15408,HM252532","Named,Named,Named,Named",
V3V5_390_Firmicutes,Firmicutes,1,93.976,93.976,HMT-102,ST,121 gut oligotypes,,Oribacterium sp. HMT 102,Clone: FB046,102FB046,GQ422713,Unnamed,
V3V5_391_Firmicutes,Firmicutes,1,95.181,95.181,HMT-088,ST,121 gut oligotypes,,Lachnospiraceae [G-2] bacterium HMT 088,Clone: CH017,088CH017,AF287775,Phylotype,
V3V5_392_Firmicutes,Firmicutes,7,87.952,86.892,"HMT-461,HMT-461,HMT-529,HMT-817,HMT-819,HMT-615,HMT-052,HMT-608",ST,121 gut oligotypes,,"Lactobacillus ultunensis,Lactobacillus ultunensis,Lactobacillus acidophilus,Lactobacillus crispatus,Lactobacillus johnsonii,Lactobacillus gasseri,Lactobacillus sp. HMT 052,Lactobacillus fermentum","Clone: HT070,Strain: CCUG 48460,Strain: ATCC 4356,Strain: DSM 20584,Strain: ATCC 33200,Strain: DSM 20243,Strain: DoxG2,Strain: ATCC 14931","461HT070,461_7065,529_8203,817_7362,819_2515,615_8820,052DoxG2,608_8819","AY349383,NR_117065,AB008203,Y17362,AJ002515,M58820,GQ422710,M58819","Named,Named,Named,Named,Named,Named,Lost,Named",
V3V5_393_Bacteroidetes,Bacteroidetes,1,94.191,93.802,"HMT-630,HMT-630",ST,121 gut oligotypes,,"Bacteroides heparinolyticus,Bacteroides heparinolyticus","Strain: F0110,Strain: ATCC 35895","630F0110,630_6487","GQ422742,L16487","Named,Named",
V3V5_394_Bacteroidetes,Bacteroidetes,1,97.51,97.107,"HMT-630,HMT-630",ST,121 gut oligotypes,,"Bacteroides heparinolyticus,Bacteroides heparinolyticus","Strain: F0110,Strain: ATCC 35895","630F0110,630_6487","GQ422742,L16487","Named,Named",
V3V5_395_Bacteroidetes,Bacteroidetes,1,93.852,93.852,HMT-302,ST,121 gut oligotypes,,Alloprevotella rava,Strain: W6968,302_9190,JQ039190,Named,
V3V5_397_Bacteroidetes,Bacteroidetes,1,87.903,87.903,HMT-911,ST,121 gut oligotypes,,Bacteroidetes [G-7] bacterium HMT 911,Clone: DL325,911-Wade,JQ406540,Phylotype,
V3V5_398_Firmicutes,Firmicutes,2,88.538,88.538,"HMT-786,HMT-684",ST,121 gut oligotypes,,"Paenibacillus phoenicis,Mitsuokella multacida","Strain: F0064,Strain: NCTC 10934","786F0064,684_1878","GQ422747,X81878","Named,Named",
V3V5_399_Firmicutes,Firmicutes,2,94.422,94.422,"HMT-088,HMT-094",ST,121 gut oligotypes,,"Lachnospiraceae [G-2] bacterium HMT 088,Lachnospiraceae [G-10] bacterium HMT 094","Clone: CH017,Clone: DA074","088CH017,094DA074","AF287775,AF287768","Phylotype,Phylotype",
V3V5_400_Bacteroidetes,Bacteroidetes,1,89.583,88.843,HMT-274,ST,121 gut oligotypes,,Bacteroidales [G-2] bacterium HMT 274,Clone: 071040_120,274_8173,JQ468173,Unnamed,
V3V5_401_Firmicutes,Firmicutes,1,91.532,90.429,HMT-935,ST,121 gut oligotypes,,Fastidiosipila sanguinis,Clone: nck255g10c1,935_8649,KF098649,Named,
V3V5_402_Betaproteobacteria,Betaproteobacteria,4,90.254,89.87,"HMT-406,HMT-854,HMT-027,HMT-571",ST,121 gut oligotypes,,"Ralstonia sp. HMT 406,Ralstonia pickettii,Cupriavidus gilardii,Burkholderia cepacia","Clone: AK168,Strain: ATCC 27511,Strain: C37KA,Strain: ATCC 25416","406AK168,854_3152,027_5039,571_7530","AY005032,NR_043152,AY005039,AF097530","Phylotype,Named,Named,Named",
V3V5_403_Firmicutes,Firmicutes,1,90,90,HMT-841,ST,121 gut oligotypes,,Megasphaera sp. HMT 841,Clone: Y14,841_6094,DQ666094,Phylotype,
V3V5_404_Firmicutes,Firmicutes,2,88.934,88.4,"HMT-841,HMT-843",ST,121 gut oligotypes,,"Megasphaera sp. HMT 841,Dialister micraerophilus","Clone: Y14,Strain: ADV 04.01","841_6094,843_3837","DQ666094,AF473837","Phylotype,Named",
V3V5_405_Firmicutes,Firmicutes,1,93.6,93.6,HMT-684,ST,121 gut oligotypes,,Mitsuokella multacida,Strain: NCTC 10934,684_1878,X81878,Named,
V3V5_406_Bacteroidetes,Bacteroidetes,2,91.983,90.083,"HMT-916,HMT-286",ST,121 gut oligotypes,,"Tannerella sp. HMT 916,Tannerella sp. HMT 286","Clone: CP6_C2,Clone: BU063","916-Wade,286BU063","KC203065,AY008308","Phylotype,Unnamed",
V3V5_407_Bacteroidetes,Bacteroidetes,1,97.095,96.694,HMT-787,ST,121 gut oligotypes,,Bacteroides pyogenes,Strain: F0041,787F0041,GQ422748,Named,
V3V5_408_Bacteroidetes,Bacteroidetes,1,91.139,89.256,HMT-613,ST,121 gut oligotypes,,Tannerella forsythia,Strain: FDC 338,613_6495,L16495,Named,
V3V5_409_Bacteroidetes,Bacteroidetes,1,91.77,91.77,HMT-516,ST,121 gut oligotypes,,Bacteroidetes [G-6] bacterium HMT 516,Clone: MB3_P19,516_3623,DQ003623,Phylotype,
V3V5_410_Bacteroidetes,Bacteroidetes,2,92.975,92.591,"HMT-630,HMT-630,HMT-465",ST,121 gut oligotypes,,"Bacteroides heparinolyticus,Bacteroides heparinolyticus,Bacteroides zoogleoformans","Strain: F0110,Strain: ATCC 35895,Strain: ATCC 33285","630F0110,630_6487,465_6488","GQ422742,L16487,L16488","Named,Named,Named",
V3V5_411_Firmicutes,Firmicutes,5,93.333,92,"HMT-934,HMT-457,HMT-096,HMT-094,HMT-086",ST,121 gut oligotypes,,"Oribacterium parvum,Oribacterium sinus,Lachnospiraceae [G-2] bacterium HMT 096,Lachnospiraceae [G-10] bacterium HMT 094,Lachnospiraceae [G-7] bacterium HMT 086","Strain: ACB1,Strain: F0268,Clone: DO008,Clone: DA074,Clone: BU061","934_5570,457F0268,096DO008,094DA074,086BU061","NR_125570,FJ577261,AF385508,AF287768,AF385567","Named,Named,Unnamed,Phylotype,Phylotype",
V3V5_412_Firmicutes,Firmicutes,1,89.712,87.55,HMT-094,ST,121 gut oligotypes,,Lachnospiraceae [G-10] bacterium HMT 094,Clone: DA074,094DA074,AF287768,Phylotype,
V3V5_413_Betaproteobacteria,Betaproteobacteria,4,90.638,90.252,"HMT-406,HMT-854,HMT-027,HMT-571",ST,121 gut oligotypes,,"Ralstonia sp. HMT 406,Ralstonia pickettii,Cupriavidus gilardii,Burkholderia cepacia","Clone: AK168,Strain: ATCC 27511,Strain: C37KA,Strain: ATCC 25416","406AK168,854_3152,027_5039,571_7530","AY005032,NR_043152,AY005039,AF097530","Phylotype,Named,Named,Named",
V3V5_414_Bacteroidetes,Bacteroidetes,1,91.561,89.669,HMT-613,ST,121 gut oligotypes,,Tannerella forsythia,Strain: FDC 338,613_6495,L16495,Named,
V3V5_415_Bacteroidetes,Bacteroidetes,1,95.868,95.868,"HMT-630,HMT-630",ST,121 gut oligotypes,,"Bacteroides heparinolyticus,Bacteroides heparinolyticus","Strain: F0110,Strain: ATCC 35895","630F0110,630_6487","GQ422742,L16487","Named,Named",
V3V5_416_Firmicutes,Firmicutes,1,94.779,94.4,"HMT-122,HMT-122",ST,121 gut oligotypes,,"Megasphaera micronuciformis,Megasphaera micronuciformis","Clone: 16sps19-3e12.p1k,Clone: BU057","122_6527,122BU057","FM996527,AF385566","Named,Named",
V3V5_417_Firmicutes,Firmicutes,1,90.833,86.82,HMT-935,ST,121 gut oligotypes,,Fastidiosipila sanguinis,Clone: nck255g10c1,935_8649,KF098649,Named,
V3V5_418_Bacteroidetes,Bacteroidetes,1,97.51,97.107,"HMT-630,HMT-630",ST,121 gut oligotypes,,"Bacteroides heparinolyticus,Bacteroides heparinolyticus","Strain: F0110,Strain: ATCC 35895","630F0110,630_6487","GQ422742,L16487","Named,Named",
V3V5_419_Firmicutes,Firmicutes,1,93.2,93.2,HMT-841,ST,121 gut oligotypes,,Megasphaera sp. HMT 841,Clone: Y14,841_6094,DQ666094,Phylotype,
V3V5_420_Firmicutes,Firmicutes,1,94.262,92,HMT-402,ST,121 gut oligotypes,,Clostridiales [F-1][G-2] bacterium HMT 402,Clone: P4PA_66,402_7065,AY207065,Phylotype,
V3V5_421_Bacteroidetes,Bacteroidetes,1,96.68,96.28,"HMT-630,HMT-630",ST,121 gut oligotypes,,"Bacteroides heparinolyticus,Bacteroides heparinolyticus","Strain: F0110,Strain: ATCC 35895","630F0110,630_6487","GQ422742,L16487","Named,Named",
V3V5_422_Firmicutes,Firmicutes,1,90,90,HMT-841,ST,121 gut oligotypes,,Megasphaera sp. HMT 841,Clone: Y14,841_6094,DQ666094,Phylotype,
V3V5_423_Firmicutes,Firmicutes,1,94.024,93.648,HMT-094,ST,121 gut oligotypes,,Lachnospiraceae [G-10] bacterium HMT 094,Clone: DA074,094DA074,AF287768,Phylotype,
V3V5_424_Bacteroidetes,Bacteroidetes,1,95.455,95.061,"HMT-630,HMT-630",ST,121 gut oligotypes,,"Bacteroides heparinolyticus,Bacteroides heparinolyticus","Strain: F0110,Strain: ATCC 35895","630F0110,630_6487","GQ422742,L16487","Named,Named",
V3V5_425_Firmicutes,Firmicutes,3,92.369,92.369,"HMT-102,HMT-096,HMT-094",ST,121 gut oligotypes,,"Oribacterium sp. HMT 102,Lachnospiraceae [G-2] bacterium HMT 096,Lachnospiraceae [G-10] bacterium HMT 094","Clone: FB046,Clone: DO008,Clone: DA074","102FB046,096DO008,094DA074","GQ422713,AF385508,AF287768","Unnamed,Unnamed,Phylotype",
V3V5_426_Firmicutes,Firmicutes,1,93.6,93.6,HMT-089,ST,121 gut oligotypes,,Lachnoanaerobaculum sp. HMT 089,Clone: CK004,089CK004,AF287776,Phylotype,
V3V5_427_Bacteroidetes,Bacteroidetes,1,87.5,86.777,HMT-274,ST,121 gut oligotypes,,Bacteroidales [G-2] bacterium HMT 274,Clone: 071040_120,274_8173,JQ468173,Unnamed,
V3V5_428_Bacteroidetes,Bacteroidetes,1,94.239,94.239,"HMT-291,HMT-291",ST,121 gut oligotypes,,"Prevotella denticola,Prevotella denticola","Strain: ATCC 35308,Clone: AH005","291_3524,291AH005","AY323524,AY005053","Named,Named",
