[RC]                             Taxonomy                                                                             Genus	[RC]                                                          -----                                                          -----                                             Species	[RC]      -----       -----        HOT 1	[RC]   current               -----                 -----      Group	Sorting Named Unnamed Phylotype	[RC]       -----  Phylo order 	Export                   [RC]                                   -----                            RNA filename current master including all on >=14.5	[RC]                        -----              HOMD Ref seq 16S Accession Nos	BLAST Ref Seq	 Taxon Ref	Culti-vated	Culti-vated no genome	Name for LPSN                                                    https://lpsn.dsmz.de/	Exception	Name for NCBI                          https://www.ncbi.nlm.nih.gov/nuccore/?term=              https://www.ncbi.nlm.nih.gov/protein/?term=	Ecveption	Reference sequence for Unnamed	Genome	Note
Selenomonas	sp.	_481	Lost	yPhylotype	601.0	481IK004	AY349407	1	1	0	0	no link	0	no link	0			
Selenomonas	sp.	_501	Phylotype	yPhylotype	586.0	501JI021	AY349409	1	1	0	0	no link	0	no link	0			
Selenomonas	sp.	_936	Phylotype	yPhylotype	599.0	936_4994	HM324994	1	1	0	0	no link	0	no link	0			
Selenomonas	sp.	_937	Phylotype	yPhylotype	620.0	937_5618	KF105618	1	1	0	0	no link	0	no link	0			
Sphingomonas	sp.	_004	Phylotype	yPhylotype	152.0	004_9487	HM839487	1	1	0	0	no link	0	no link	0			
Sphingomonas	sp.	_006	Phylotype	yPhylotype	153.0	006FI012	AY349411	1	1	0	0	no link	0	no link	0			
Stomatobaculum	sp.	_373	Phylotype	yPhylotype	492.0	373_1221	AF481221	1	1	0	0	no link	0	no link	0			
Stomatobaculum	sp.	_910	Phylotype	yPhylotype	491.0	910-Wade	JQ406544	1	1	0	0	no link	0	no link	0			
Streptococcus	sp.	_057	Lost	yPhylotype	690.0	057BE024	AF385550	1	1	0	0	no link	0	no link	0			
Streptococcus	sp.	_074	Lost	yPhylotype	674.0	074-T4E3	AF385526	1	1	0	0	no link	0	no link	0			
Streptococcus	sp.	_423	Lost	yPhylotype	667.0	423_8630	AY278630	1	1	0	0	no link	0	no link	0			
Syntrophomonadaceae [VIII][G-1]	bacterium	_435	Phylotype	yPhylotype	537.0	435_1821	AY341821	1	1	0	0	no link	0	no link	0			
Tannerella	sp.	_808	Phylotype	yPhylotype	272.0	808BU045	AF385565	1	1	0	0	no link	0	no link	0			
Tannerella	sp.	_916	Phylotype	yPhylotype	273.0	916-Wade	KC203065	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_226	Phylotype	yPhylotype	382.0	226_G054	AF023062	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_227	Phylotype	yPhylotype	389.0	227BA223	AF056339	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_228	Phylotype	yPhylotype	378.0	228_T031	AF023054	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_230	Phylotype	yPhylotype	380.0	230_D013	AF023053	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_231	Phylotype	yPhylotype	376.0	231_T021	AF023055	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_232	Phylotype	yPhylotype	388.0	232_T019	AF023059	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_234	Phylotype	yPhylotype	390.0	234_Y001	AF023056	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_235	Phylotype	yPhylotype	384.0	235_D047	AF023063	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_236	Phylotype	yPhylotype	381.0	236AF016	AF056338	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_237	Phylotype	yPhylotype	372.0	237_G057	AF056337	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_238	Phylotype	yPhylotype	383.0	238AT020	AF061347	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_239	Phylotype	yPhylotype	387.0	239AF026	AF061348	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_242	Phylotype	yPhylotype	385.0	242AU076	AF182831	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_246	Phylotype	yPhylotype	368.0	246_T001	AF023031	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_247	Phylotype	yPhylotype	369.0	247_G093	AF023032	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_249	Phylotype	yPhylotype	367.0	249_C053	AF023037	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_250	Phylotype	yPhylotype	357.0	250_D024	AF023028	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_251	Phylotype	yPhylotype	358.0	251_U008	AF056340	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_252	Phylotype	yPhylotype	362.0	252BA213	AF056341	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_253	Phylotype	yPhylotype	356.0	253BQ032	AF182838	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_254	Phylotype	yPhylotype	363.0	254AT013	AF182836	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_256	Phylotype	yPhylotype	359.0	256BB003	AF182835	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_257	Lost	yPhylotype	403.0	257_D36	AF023044	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_258	Phylotype	yPhylotype	416.0	258_C009	AF023042	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_260	Phylotype	yPhylotype	412.0	260_D031	AF023041	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_262	Phylotype	yPhylotype	401.0	262AT040	AF182834	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_263	Phylotype	yPhylotype	404.0	263BH022	AF182837	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_264	Phylotype	yPhylotype	405.0	264BZ013	AF385536	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_265	Phylotype	yPhylotype	400.0	265_U007	AF023046	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_268	Lost	yPhylotype	398.0	268_D120	AF033303	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_269	Lost	yPhylotype	397.0	269_D15	AY005083	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_270	Phylotype	yPhylotype	409.0	270DD012	GQ422733	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_271	Phylotype	yPhylotype	417.0	271_C025	AF023043	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_490	Phylotype	yPhylotype	415.0	490JU025	AY349417	1	1	1	1	no link	0	no link	0			
Treponema	sp.	_508	Phylotype	yPhylotype	360.0	508_3618	DQ003618	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_517	Phylotype	yPhylotype	354.0	517_3624	DQ003624	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_518	Phylotype	yPhylotype	361.0	518_3625	DQ003625	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_927	Phylotype	yPhylotype	406.0	927_9278	GQ039278	1	1	0	0	no link	0	no link	0			
Treponema	sp.	_951	Phylotype	yPhylotype	355.0	951_0103	AM420103	1	1	0	0	no link	0	no link	0			
Veillonella	sp.	_917	Phylotype	yPhylotype	634.0	917-Wade	JQ406541	1	1	0	0	no link	0	no link	0			
Veillonellaceae [G-1]	bacterium	_129	Lost	yPhylotype	659.0	129FNA3	GQ422718	1	1	0	0	no link	0	no link	0			
Veillonellaceae [G-1]	bacterium	_132	Phylotype	yPhylotype	658.0	132CS015	AF287791	1	1	0	0	no link	0	no link	0			
Veillonellaceae [G-1]	bacterium	_135	Phylotype	yPhylotype	651.0	135DM071	AF287790	1	1	0	0	no link	0	no link	0			
Veillonellaceae [G-1]	bacterium	_145	Phylotype	yPhylotype	648.0	145EW079	AF385502	1	1	0	0	no link	0	no link	0			
Veillonellaceae [G-1]	bacterium	_148	Phylotype	yPhylotype	653.0	148EZ011	AF385578	1	1	0	0	no link	0	no link	0			
Veillonellaceae [G-1]	bacterium	_150	Phylotype	yPhylotype	657.0	150_7052	AY207052	1	1	0	0	no link	0	no link	0			
Veillonellaceae [G-1]	bacterium	_155	Lost	yPhylotype	654.0	155GAA14	AF287789	1	1	0	0	no link	0	no link	0			
Veillonellaceae [G-1]	bacterium	_483	Phylotype	yPhylotype	649.0	483JS031	AY349410	1	1	0	0	no link	0	no link	0			
Veillonellaceae [G-1]	bacterium	_918	Phylotype	yPhylotype	650.0	918-Wade	JQ406537	1	1	0	0	no link	0	no link	0			
Actinomyces	gerencseriae	_618	Named	Named	811.0	618_1735	JQ451735	1	0		0	no link	0	no link	0			
Actinomyces	graevenitzii	_866	Named	Named	836.0	866F0530	tbd	1	0		0	no link	0	no link	0			
Actinomyces	lingnae [Not Validly Published]	_181	Named	Named	842.0	181_1692	JF191692	1	0		0	no link	0	no link	0			
Actinomyces	lingnae [Not Validly Published]	_181	Named	Named	844.0	181_5255	JF115255	1	0		0	no link	0	no link	0			
Actinomyces	naeslundii	_176	Named	Named	829.0	176_0512	JQ450512	1	0		0	no link	0	no link	0			
Actinomyces	naeslundii	_176	Named	Named	830.0	176_1062	X81062	1	0		0	no link	0	no link	0			
Actinomyces	oris	_893	Named	Named	820.0	893_4727	JQ464727	1	0		0	no link	0	no link	0			
Actinomyces	timonensis	_179	Named	Named	832.0	179F0378	tbd	1	0		0	no link	0	no link	0			
Aggregatibacter	actinomycetemcomitans	_531	Named	Named	12.0	531_5039	M75039	1	0		0	no link	0	no link	0			
Aggregatibacter	aphrophilus	_545	Named	Named	9.0	545F0387	tbd	1	0		0	no link	0	no link	0			
Alloprevotella	rava	_302	Named	Named	286.0	302_9190	JQ039190	1	0		0	no link	0	no link	0			
Alloprevotella	tannerae	_466	Named	Named	287.0	466_3406	AF183406	1	0		0	no link	0	no link	0			
Alloscardovia	omnicolens	_198	Named	Named	956.0	198H6-M4	AF385524	1	0		0	no link	0	no link	0			
Anaerococcus	octavius	_017	Named	Named	571.0	017N004D	JF184195	1	0		0	no link	0	no link	0			
Anaerococcus	octavius	_017	Named	Named	572.0	017N004C	HM342530	1	0		0	no link	0	no link	0			
Anaerococcus	octavius	_017	Named	Named	573.0	017N004B	KF078478	1	0		0	no link	0	no link	0			
Anaerococcus	octavius	_017	Named	Named	574.0	017N004E	GQ054733	1	0		0	no link	0	no link	0			
Anaerococcus	octavius	_017	Named	Named	 	017N004A	NR_026360	0	0		0	no link	0	no link	0			
Anaerococcus	provenciensis	_157	Named	Named	 	157N102A	NR_133036	0	0		0	no link	0	no link	0			
Anaerolinea	thermophila	_995	NonOralRef	Named	 			0	0		0	no link	0	no link	0			
Arsenicicoccus	bolidensis	_190	Named	Named	912.0	190_5598	NR_025598	1	0		0	no link	0	no link	0			
Arthrospira	platensis	_229	Named	Named	976.0	229N115B	KJ463625	1	0		0	no link	0	no link	0			
Bacillus	clausii	_045	Named	Named	757.0	045_7498	AJ297498	1	0		0	no link	0	no link	0			
Bacteroides	heparinolyticus	_630	Named	Named	290.0	630F0110	GQ422742	1	0		0	no link	0	no link	0			
Bifidobacterium	animalis subsp. lactis	_895	Named	Named	950.0	895_0136	AB050136	1	0		0	no link	0	no link	0			
Brachybacterium	conglomeratum	_287	Named	Named	 	287N128A	NR_025502	0	0		0	no link	0	no link	0			
Brevibacterium	paucivorans	_340	Named	Named	925.0	340N141B	EU086796	1	0		0	no link	0	no link	0			
Caldilinea	aerophila	_994	NonOralRef	Named	 			0	0		0	no link	0	no link	0			
Campylobacter	curvus	_580	Named	Named	162.0	580_C10	tbd	1	0		0	no link	0	no link	0			
Campylobacter	rectus	_748	Named	Named	160.0	748_6973	L06973	1	0		0	no link	0	no link	0			
Capnocytophaga	gingivalis	_337	Named	Named	338.0	337_7608	X67608	1	0		0	no link	0	no link	0			
Capnocytophaga	granulosa	_325	Named	Named	335.0	325_1347	U41347	1	0		0	no link	0	no link	0			
Capnocytophaga	haemolytica	_627	Named	Named	332.0	627_1748	JQ451748	1	0		0	no link	0	no link	0			
Capnocytophaga	leadbetteri	_329	Named	Named	327.0	329BM058	AY005075	1	0		0	no link	0	no link	0			
Capnocytophaga	leadbetteri	_329	Named	Named	328.0	329BU084	AF385569	1	0		0	no link	0	no link	0			
Capnocytophaga	sputigena	_775	Named	Named	325.0	775_4920	JQ474920	1	0		0	no link	0	no link	0			
Cardiobacterium	hominis	_633	Named	Named	72.0	633_4697	AF144697	1	0		0	no link	0	no link	0			
Catonella	morbi	_165	Named	Named	498.0	165EZ006	AF385577	1	0		0	no link	0	no link	0			
Chlorobium	limicola	_984	NonOralRef	Named	 			0	0		0	no link	0	no link	0			
Corynebacterium	coyleae	_341	Named	Named	876.0	341N142B	KF094317	1	0		0	no link	0	no link	0			
Corynebacterium	coyleae	_341	Named	Named	877.0	341N142C	KF073304	1	0		0	no link	0	no link	0			
Corynebacterium	coyleae	_341	Named	Named	878.0	341N142D	JF177174	1	0		0	no link	0	no link	0			
Corynebacterium	durum	_595	Named	Named	869.0	595F235a	tbd	1	0		0	no link	0	no link	0			
Corynebacterium	durum	_595	Named	Named	870.0	595F235b	tbd	1	0		0	no link	0	no link	0			
Corynebacterium	imitans	_043	Named	Named	 	043N033A	NR_026369	0	0		0	no link	0	no link	0			
Corynebacterium	mastitidis	_328	Named	Named	873.0	328N136B	JF208381	1	0		0	no link	0	no link	0			
Corynebacterium	matruchotii	_666	Named	Named	867.0	666N000A	JF218742	1	0		0	no link	0	no link	0			
Corynebacterium	matruchotii	_666	Named	Named	868.0	666_3287	AF543287	1	0		0	no link	0	no link	0			
Cutibacterium	acnes	_530	Named	Named	904.0	530N000A	NR_113028	1	0		0	no link	0	no link	0			
Delftia	acidovorans	_023	Named	Named	119.0	023_2803	AJ002803	1	0		0	no link	0	no link	0			
Dialister	invisus	_118	Named	Named	644.0	118BS095	AF287787	1	0		0	no link	0	no link	0			
Dialister	propionicifaciens	_162	Named	Named	 	162N104A	NR_113357	0	0		0	no link	0	no link	0			
Eikenella	corrodens	_577	Named	Named	107.0	577M-D25	GQ422740	1	0		0	no link	0	no link	0			
Enterobacter	aerogenes	_153	Named	Named	 	153N098A	NR_102493	0	0		0	no link	0	no link	0			
Finegoldia	magna	_662	Named	Named	569.0	662N000B	NR_113383	1	0		0	no link	0	no link	0			
Fretibacterium	fastidiosum	_363	Named	Named	966.0	363_W090	AF125203	1	0		0	no link	0	no link	0			
Fretibacterium	fastidiosum	_363	Named	Named	967.0	363_1215	AF481215	1	0		0	no link	0	no link	0			
Fusobacterium	nucleatum subsp. animalis	_420	Named	Named	426.0	420_5404	X55404	1	0		0	no link	0	no link	0			
Fusobacterium	nucleatum subsp. vincentii	_200	Named	Named	418.0	200AJ050	AF287805	1	0		0	no link	0	no link	0			
Fusobacterium	nucleatum subsp. vincentii	_200	Named	Named	419.0	200_7962	JQ477962	1	0		0	no link	0	no link	0			
Fusobacterium	nucleatum subsp. vincentii	_200	Named	Named	421.0	200_R002	AF287806	1	0		0	no link	0	no link	0			
Fusobacterium	periodonticum	_201	Named	Named	435.0	201_5405	X55405	1	0		0	no link	0	no link	0			
Gemella	morbillorum	_046	Named	Named	783.0	046_4327	L14327	1	0		0	no link	0	no link	0			
Gemmiger	formicilis	_159	Named	Named	 	159N103A	NR_104846	0	0		0	no link	0	no link	0			
Granulicatella	adiacens	_534	Named	Named	722.0	534_2027	AB022027	1	0		0	no link	0	no link	0			
Granulicatella	elegans	_596	Named	Named	723.0	596_2532	HM252532	1	0		0	no link	0	no link	0			
Haemophilus	haemolyticus	_851	Named	Named	18.0	851N000A	JF199888	1	0		0	no link	0	no link	0			
Haemophilus	influenzae	_641	Named	Named	20.0	641N000B	JF236380	1	0		0	no link	0	no link	0			
Haemophilus	influenzae	_641	Named	Named	22.0	641_3619	AY613619	1	0		0	no link	0	no link	0			
Haemophilus	influenzae	_641	Named	Named	 	641N000A	NR_044682	0	0		0	no link	0	no link	0			
Haemophilus	parahaemolyticus	_945	Named	Named	32.0	945_5746	AJ295746	1	0		0	no link	0	no link	0			
Haemophilus	parainfluenzae	_718	Named	Named	26.0	718N000A	HM255881	1	0		0	no link	0	no link	0			
Haemophilus	paraphrohaemolyticus	_035	Named	Named	29.0	035_3523	HQ803523	1	0		0	no link	0	no link	0			
Ignavibacterium	album	_982	NonOralRef	Named	 			0	0		0	no link	0	no link	0			
Kingella	kingae	_646	Named	Named	92.0	646_1998	AY551998	1	0		0	no link	0	no link	0			
Klebsiella	oxytoca	_079	Named	Named	 	079N056A	NR_118853	0	0		0	no link	0	no link	0			
Klebsiella	pneumoniae	_731	Named	Named	35.0	731_8919	AF228919	1	0		0	no link	0	no link	0			
Klebsiella	pneumoniae	_731	Named	Named	36.0	731N000B	NR_117686	1	0		0	no link	0	no link	0			
Kluyvera	ascorbata	_865	Named	Named	41.0	865F0526	tbd	1	0		0	no link	0	no link	0			
Lachnoanaerobaculum	orale	_082	Named	Named	465.0	082F0431	tbd	1	0		0	no link	0	no link	0			
Lachnoanaerobaculum	saburreum	_494	Named	Named	467.0	494_RDP	RDP	1	0		0	no link	0	no link	0			
Lactobacillus	ultunensis	_461	Named	Named	748.0	461_7065	NR_117065	1	0		0	no link	0	no link	0			
Lactococcus	lactis	_804	Named	Named	715.0	804N000B	NR_040954	1	0		0	no link	0	no link	0			
Lautropia	mirabilis	_022	Named	Named	127.0	022_3223	X73223	1	0		0	no link	0	no link	0			
Lawsonella	clevelandensis	_173	Named	Named	892.0	173N105C	AB991511	1	0		0	no link	0	no link	0			
Lawsonella	clevelandensis	_173	Named	Named	 	173N105A	GQ011716	0	0		0	no link	0	no link	0			
Leptotrichia	wadei	_222	Named	Named	447.0	222_7816	AF287816	1	0		0	no link	0	no link	0			
Megasphaera	micronuciformis	_122	Named	Named	642.0	122_6527	FM996527	1	0		0	no link	0	no link	0			
Melioribacter	roseus	_983	NonOralRef	Named	 			0	0		0	no link	0	no link	0			
Methanobrevibacter	oralis	_815	Named	Named	 		DQ251043	0	0		0	no link	0	no link	0			
Moraxella	catarrhalis	_833	Named	Named	54.0	833N000A	JF141417	1	0		0	no link	0	no link	0			
Moraxella	lincolnii	_154	Named	Named	48.0	154N099B	JF136073	1	0		0	no link	0	no link	0			
Moraxella	lincolnii	_154	Named	Named	49.0	154N099C	JF239969	1	0		0	no link	0	no link	0			
Moraxella	lincolnii	_154	Named	Named	 	154N099A	NR_117693	0	0		0	no link	0	no link	0			
Moraxella	nonliquefaciens	_098	Named	Named	52.0	098N062C	HM341635	1	0		0	no link	0	no link	0			
Moraxella	nonliquefaciens	_098	Named	Named	 	098N062B	JF204386	0	0		0	no link	0	no link	0			
Negativicoccus	succinicivorans	_156	Named	Named	 	156N101A	NR_116777	0	0		0	no link	0	no link	0			
Neisseria	bacilliformis	_013	Named	Named	87.0	013_5756	KM225756	1	0		0	no link	0	no link	0			
Neisseria	bacilliformis	_013	Named	Named	88.0	013_9613	EF509613	1	0		0	no link	0	no link	0			
Neisseria	oralis	_014	Named	Named	97.0	014AP085	AY005023	1	0		0	no link	0	no link	0			
Neisseria	pharyngis	_729	Named	Named	 	729_9281	AJ239281	0	0		0	no link	0	no link	0			
Neisseria	sicca	_764	Named	Named	 	764N000A	NR_121688	0	0		0	no link	0	no link	0			
Oribacterium	asaccharolyticum	_108	Named	Named	480.0	108F0425	tbd	1	0		0	no link	0	no link	0			
Oribacterium	parvum	_934	Named	Named	478.0	934FTB41	AF287770	1	0		0	no link	0	no link	0			
Parvimonas	micra	_111	Named	Named	562.0	111_3523	AY323523	1	0		0	no link	0	no link	0			
Parvimonas	micra	_111	Named	Named	563.0	111FG014	AF385543	1	0		0	no link	0	no link	0			
Peptoanaerobacter	yurii subsp. margaretiae	_377	Named	Named	544.0	377_5259	NR_115259	1	0		0	no link	0	no link	0			
Peptoniphilus	lacrimalis	_836	Named	Named	554.0	836_1812	AB971812	1	0		0	no link	0	no link	0			
Peptostreptococcus	stomatis	_112	Named	Named	527.0	112A21H2	GQ422715	1	0		0	no link	0	no link	0			
Porphyromonas	catoniae	_283	Named	Named	251.0	283_2823	X82823	1	0		0	no link	0	no link	0			
Porphyromonas	endodontalis	_273	Named	Named	264.0	273_6491	L16491	1	0		0	no link	0	no link	0			
Porphyromonas	endodontalis	_273	Named	Named	265.0	273_7054	AY207054	1	0		0	no link	0	no link	0			
Porphyromonas	endodontalis	_273	Named	Named	267.0	273BB134	AY005068	1	0		0	no link	0	no link	0			
Porphyromonas	pasteri	_279	Named	Named	257.0	279F450c	tbd	1	0		0	no link	0	no link	0			
Porphyromonas	pasteri	_279	Named	Named	258.0	279F450d	tbd	1	0		0	no link	0	no link	0			
Porphyromonas	pasteri	_279	Named	Named	259.0	279F450b	tbd	1	0		0	no link	0	no link	0			
Porphyromonas	pasteri	_279	Named	Named	260.0	279DP023	AF385516	1	0		0	no link	0	no link	0			
Porphyromonas	pasteri	_279	Named	Named	261.0	279F450a	tbd	1	0		0	no link	0	no link	0			
Porphyromonas	uenonis	_785	Named	Named	270.0	785_3091	NR_113091	1	0		0	no link	0	no link	0			
Prevotella	denticola	_291	Named	Named	189.0	291_3524	AY323524	1	0		0	no link	0	no link	0			
Prevotella	denticola	_291	Named	Named	190.0	291AO036	AY005054	1	0		0	no link	0	no link	0			
Prevotella	fusca	_782	Named	Named	185.0	782_4304	NR_114304	1	0		0	no link	0	no link	0			
Prevotella	intermedia	_643	Named	Named	193.0	643_3106	NR_113106	1	0		0	no link	0	no link	0			
Prevotella	maculosa	_289	Named	Named	200.0	289AA020	AY005057	1	0		0	no link	0	no link	0			
Prevotella	maculosa	_289	Named	Named	202.0	289_4315	EF534315	1	0		0	no link	0	no link	0			
Prevotella	nigrescens	_693	Named	Named	197.0	693F0103	GU470890	1	0		0	no link	0	no link	0			
Prevotella	oralis	_705	Named	Named	232.0	705_5176	HQ815176	1	0		0	no link	0	no link	0			
Prevotella	oris	_311	Named	Named	204.0	311_6474	L16474	1	0		0	no link	0	no link	0			
Prevotella	oulorum	_288	Named	Named	206.0	288_6472	L16472	1	0		0	no link	0	no link	0			
Prevotella	saccharolytica	_781	Named	Named	227.0	781_3320	NR_113320	1	0		0	no link	0	no link	0			
Prevotella	veroralis	_572	Named	Named	179.0	572_6473	L16473	1	0		0	no link	0	no link	0			
Prevotella	veroralis	_572	Named	Named	181.0	572_4079	JQ474079	1	0		0	no link	0	no link	0			
Propionibacterium	acidifaciens	_191	Named	Named	900.0	191F0233	tbd	1	0		0	no link	0	no link	0			
Pyramidobacter	piscolens	_357	Named	Named	969.0	357_8615	AY278615	1	0		0	no link	0	no link	0			
Pyramidobacter	piscolens	_357	Named	Named	970.0	357W5455	EU309492	1	0		0	no link	0	no link	0			
Rothia	aeria	_188	Named	Named	916.0	188_0891	JF210891	1	0		0	no link	0	no link	0			
Scardovia	wiggsiae	_195	Named	Named	952.0	195_8626	AY278626	1	0		0	no link	0	no link	0			
Segetibacter	aerophilus	_261	Named	Named	353.0	261N123B	HM296397	1	0		0	no link	0	no link	0			
Selenomonas	artemidis	_124	Named	Named	614.0	124F0399	HM596274	1	0		0	no link	0	no link	0			
Selenomonas	artemidis	_124	Named	Named	615.0	124Sart	GQ422716	1	0		0	no link	0	no link	0			
Selenomonas	dianae	_139	Named	Named	603.0	139Sdian	AF287801	1	0		0	no link	0	no link	0			
Selenomonas	dianae	_139	Named	Named	605.0	139_Z048	GQ422719	1	0		0	no link	0	no link	0			
Selenomonas	flueggei	_125	Named	Named	612.0	125_6593	HQ776593	1	0		0	no link	0	no link	0			
Selenomonas	noxia	_130	Named	Named	619.0	130Snoxi	AF287799	1	0		0	no link	0	no link	0			
Selenomonas	sputigena	_151	Named	Named	581.0	151Ssput	AF287793	1	0		0	no link	0	no link	0			
Selenomonas	sputigena	_151	Named	Named	584.0	151_N011	GQ422723	1	0		0	no link	0	no link	0			
Slackia	exigua	_602	Named	Named	939.0	602_4045	JX104045	1	0		0	no link	0	no link	0			
Staphylococcus	capitis	_116	Named	Named	768.0	116N084B	NR_027519	1	0		0	no link	0	no link	0			
Staphylococcus	sciuri	_144	Named	Named	 	144N091A	NR_025520	0	0		0	no link	0	no link	0			
Staphylococcus	xylosus	_147	Named	Named	 	147N092A	NR_036907	0	0		0	no link	0	no link	0			
Streptococcus	australis	_073	Named	Named	694.0	073_4974	AF184974	1	0		0	no link	0	no link	0			
Streptococcus	mitis	_677	Named	Named	 	677N000A	NR_028664	0	0		0	no link	0	no link	0			
Streptococcus	oralis subsp. dentisani clade 058	_058	Named	Named	678.0	058_8632	AY278632	1	0		0	no link	0	no link	0			
Streptococcus	oralis subsp. dentisani clade 058	_058	Named	Named	679.0	058BW009	AY005042	1	0		0	no link	0	no link	0			
Streptococcus	oralis subsp. dentisani clade 398	_398	Named	Named	670.0	398_5045	AY005045	1	0		0	no link	0	no link	0			
Streptococcus	oralis subsp. tigurinus clade 071	_071	Named	Named	681.0	071_8631	AY278631	1	0		0	no link	0	no link	0			
Streptococcus	oralis subsp. tigurinus clade 071	_071	Named	Named	683.0	071_7062	AY207062	1	0		0	no link	0	no link	0			
Streptococcus	parasanguinis clade 411	_411	Named	Named	685.0	411_8634	AY278634	1	0		0	no link	0	no link	0			
Streptococcus	parasanguinis clade 411	_411	Named	Named	686.0	411_9017	EF399017	1	0		0	no link	0	no link	0			
Streptococcus	parasanguinis clade 411	_411	Named	Named	688.0	411_8635	AY278635	1	0		0	no link	0	no link	0			
Streptococcus	salivarius	_755	Named	Named	701.0	755N000A	NR_042776	1	0		0	no link	0	no link	0			
Treponema	denticola	_584	Named	Named	365.0	584_D012	AF023030	1	0		0	no link	0	no link	0			
Treponema	maltophilum	_664	Named	Named	411.0	664_C021	AF023038	1	0		0	no link	0	no link	0			
Treponema	socranskii subsp. 04	_769	Named	Named	391.0	769_3308	AF033308	1	0		0	no link	0	no link	0			
Treponema	socranskii subsp. A	_769	Named	Named	393.0	769_C044	AF056344	1	0		0	no link	0	no link	0			
Treponema	socranskii subsp. B	_769	Named	Named	394.0	769_G047	AF056343	1	0		0	no link	0	no link	0			
Treponema	socranskii subsp. buccale	_769	Named	Named	392.0	769_3305	AF033305	1	0		0	no link	0	no link	0			
Treponema	socranskii subsp. paredis	_769	Named	Named	396.0	769_3307	AF033307	1	0		0	no link	0	no link	0			
Veillonella	atypica	_524	Named	Named	632.0	524Vatyp	X84007	1	0		0	no link	0	no link	0			
Veillonella	dispar	_160	Named	Named	630.0	160Vdisp	X84006	1	0		0	no link	0	no link	0			
Veillonella	parvula	_161	Named	Named	623.0	161BU083	AF366266	1	0		0	no link	0	no link	0			
Veillonella	parvula	_161	Named	Named	625.0	161Vparv	X84005	1	0		0	no link	0	no link	0			
Veillonella	parvula	_161	Named	Named	627.0	161AA050	AF287782	1	0		0	no link	0	no link	0			
Veillonella	parvula	_161	Named	Named	628.0	161_X042	AF287781	1	0		0	no link	0	no link	0			
Veillonella	rogosae	_158	Named	Named	621.0	158BI029	GQ422725	1	0		0	no link	0	no link	0			
Actinomyces	sp.	_169	Unnamed	Unnamed	821.0	169F496a	tbd	1	0		0	no link	0	no link	0			
Actinomyces	sp.	_169	Unnamed	Unnamed	823.0	169F496b	tbd	1	0		0	no link	0	no link	0			
Actinomyces	sp.	_171	Unnamed	Unnamed	827.0	171JA063	AY349367	1	0		0	no link	0	no link	0			
Actinomyces	sp.	_175	Unnamed	Unnamed	818.0	175_5563	JF125563	1	0		0	no link	0	no link	0			
Actinomyces	sp.	_180	Unnamed	Unnamed	838.0	180_8611	AY278611	1	0		0	no link	0	no link	0			
Actinomyces	sp.	_180	Unnamed	Unnamed	839.0	180H1083	AF385522	1	0		0	no link	0	no link	0			
Actinomyces	sp.	_448	Unnamed	Unnamed	814.0	448_3317	JQ473317	1	0		0	no link	0	no link	0			
Alloprevotella	sp.	_473	Unnamed	Unnamed	281.0	473IK062	AY349402	1	0		0	no link	0	no link	0			
Atopobium	sp.	_810	Unnamed	Unnamed	931.0	810_9768	JN809768	1	0		0	no link	0	no link	0			
